No,name, cid,MOLECULAR_FORMULA,Acute toxicity,Flammability,Instability,Skin Toxicity,Respiratory Toxicity,Eye Toxicity,Environmental Toxicity,,,,,,,,,,,,,,,,,
224,(3-Fluoroprop-1-en-1-yl)benzene,53926283,C9H9F,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
225,p-Fluorophenylpropene,53933464,C9H9F,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
226,Prop-1-ene;styrene,54498335,C11H14,3,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
227,1-fluoro-4-[(E)-pent-2-en-2-yl]benzene,58787120,C11H13F,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
228,Lithium (4-ethenylphenyl)methanide,59977975,C9H9Li,3,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
229,[(2S)-2-fluoropropyl]benzene,66883704,C9H11F,3,2,0,4,3,4,4,,,,,,,,,,,,,,,,,
230,1-Fluoroprop-1-en-2-ylbenzene,67651983,C9H9F,4,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
231,1-(2-Fluoroethenyl)-4-methylbenzene,68523267,C9H9F,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
232,1-[(Z)-but-2-en-2-yl]-2-fluorobenzene,69190432,C10H11F,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,
233,1-Fluorobut-1-enylbenzene,70147816,C10H11F,4,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
234,Lithium 2-phenylprop-1-en-1-ide,71340618,C9H9Li,4,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
235,Phenylcyclobutadiene,86042442,C10H8,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
236,[(E)-1-fluorobut-2-enyl]benzene,88174252,C10H11F,4,2,1,4,4,4,3,,,,,,,,,,,,,,,,,
237,CID 101020953,101020953,C7H6F-,3,2,2,4,4,4,2,,,,,,,,,,,,,,,,,
238,[(1S)-1-fluoroethyl]benzene,102052306,C8H9F,4,3,1,4,4,4,2,,,,,,,,,,,,,,,,,
239,1-Fluorostilbene,129859632,C14H13F,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
240,[(3R)-3-fluorobutyl]benzene,135075367,C10H13F,3,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
241,Ethene;prop-1-ene;styrene,140460653,C13H18,3,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
242,"(4-Methyl-penta-1,2-dienyl)-benzene",10725631,C12H14,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
243,(+)-(S)-Pent-1-en-3-ylbenzene,11344094,C11H14,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
244,"3,4-Hexadienylbenzene",11789484,C12H14,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
245,"(e,z)-1,2-Bis(1-propenyl)benzene",12319962,C12H14,4,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
246,(2-Methyl-1-hexenyl)benzene,12336469,C13H18,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
247,"(5-Methyl-3,4-hexadien-1-ynyl)benzene",12670025,C13H12,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
248,3-Vinyl-alpha-methylstyrene,523734,C11H12,3,2,3,4,4,3,4,,,,,,,,,,,,,,,,,
249,"Benzene, 3-ethylpentyl",529444,C13H20,4,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
250,1-Methyl-3-isoallylbenzene,5463676,C10H12,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
251,"(5-Methyl-1,3-hexadienyl)benzene",5908500,C13H16,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
252,"(1,3-Dimethyl-1-butenyl)benzene",6022446,C12H16,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
253,2-Chloro-1-phenyl-propene,6053617,C9H9Cl,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,
254,(Hex-5-en-1-yn-1-yl)benzene,10607014,C12H12,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
255,2-Hexenylbenzene,10630803,C12H16,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
256,Trimethylphenylallen,10725633,C12H14,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
257,"2,3-Pentadienylbenzene",10975608,C11H12,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
258,"(1E,3E)-1,3,5-hexatrienylbenzene",11094878,C12H12,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
259,(3-Methyl-1-methylene-2-butenyl)benzene,11423735,C12H14,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
260,7-Octenylbenzene,12003083,C14H20,3,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
261,"1,3-Diiodo-2-methylbenzene",12110104,C7H6I2,3,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
262,"1,2-Heptadienylbenzene",12425713,C13H16,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
263,4-Methylbenzene-1-seleninic acid,12623199,C7H8O2Se,3,0,2,4,4,4,4,,,,,,,,,,,,,,,,,
264,2-Octenylbenzene,13383320,C14H20,4,0,3,4,4,4,4,,,,,,,,,,,,,,,,,
265,(2-Methylphenyl)phosphane,15049146,C7H9P,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
266,(2-Ethylbut-1-en-1-yl)benzene,15302224,C12H16,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
267,"Benzene, 1-ethyl-4-(1-methylethenyl)-",15430801,C11H14,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
268,(1-Ethyl-2-methyl-1-propenyl)benzene,20261037,C12H16,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
269,(2-Propylpentyl)benzene,20328844,C14H22,4,2,2,4,3,4,4,,,,,,,,,,,,,,,,,
270,Isopropylstyrene,21335170,C11H14,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
271,2-Ethylhexylbenzene,22117015,C14H22,4,2,2,4,3,4,4,,,,,,,,,,,,,,,,,
272,"1-(1,3-Butadienyl)-3-methylbenzene",22417059,C11H12,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
273,1-(1-Butenyl)-4-methylbenzene,53860537,C11H14,4,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
274,Phenyl-2-pentene,53907371,C11H14,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
275,1-Ethyl-4-(1-propenyl)benzene,54076960,C11H14,4,3,4,4,4,4,4,,,,,,,,,,,,,,,,,
276,1-(1-Butenyl)-3-methylbenzene,54215679,C11H14,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
277,(z)-1-Methyl-3-(1-propenyl)benzene,58766084,C10H12,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
278,Benzylmercury,193455,C7H7Hg,2,3,1,4,4,3,4,,,,,,,,,,,,,,,,,
279,"(3,7-Dimethylocta-2,6-dienyl)benzene",317701,C16H22,3,4,3,4,4,4,3,,,,,,,,,,,,,,,,,
280,(Cyclopentylidenemethyl)benzene,549208,C12H14,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
281,"Benzene, (5-methyl-4-hexenyl)-",568705,C13H18,3,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
282,"Benzene, (4-methyl-1-methylene-4-pentenyl)-",575493,C13H16,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
283,6-Phenylfulvene,592792,C12H10,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
284,"Benzene, 1,3-cyclohexadienyl-",593662,C12H12,4,4,4,4,4,3,4,,,,,,,,,,,,,,,,,
285,"Benzene, 1,5-cyclohexadien-1-yl-",593665,C12H12,4,4,4,4,4,3,4,,,,,,,,,,,,,,,,,
286,"Stannane, trimethyl(p-methylbenzyl)-",596783,C11H18Sn,2,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
287,1-Iodo-4-propylbenzene,612541,C9H11I,2,2,0,3,4,4,3,,,,,,,,,,,,,,,,,
288,"Stannane, trimethyl(3-methylphenyl)-",617758,C10H16Sn,3,0,2,3,4,3,4,,,,,,,,,,,,,,,,,
289,"Stannane, trimethyl(4-methylphenyl)-",617834,C10H16Sn,3,0,2,4,4,4,4,,,,,,,,,,,,,,,,,
290,o-Tolyltrimethyltin,617835,C10H16Sn,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
291,"[(1E)-3-cyclopenta-2,4-dien-1-ylideneprop-1-en-1-yl]benzene",640041,C14H12,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
292,"Benzene, (2-methylene-3-butenyl)-",640898,C11H12,3,0,2,4,4,4,4,,,,,,,,,,,,,,,,,
293,(4-Methylpent-3-en-1-yl)benzene,2750298,C12H16,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
294,"(5,9-Dimethyldeca-2,8-dienyl)benzene",2750578,C18H26,3,1,1,4,4,4,4,,,,,,,,,,,,,,,,,
295,1-(Cyclopropylidenemethyl)-4-methylbenzene,3614368,C11H12,3,4,4,4,4,3,4,,,,,,,,,,,,,,,,,
296,"Benzene, 1,1'-tellurobis[4-methyl-",3656815,C14H14Te,2,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
297,Tributyl(styryl)stannane,4372073,C20H34Sn,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
298,"Benzene, 3-hexenyl-",5368383,C12H16,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
299,"6-Phenyl-1,3-hexadiene",5368536,C12H14,4,3,3,4,4,4,4,,,,,,,,,,,,,,,,,
300,"3-Heptene, 7-phenyl-",5369433,C13H18,3,3,4,4,4,4,4,,,,,,,,,,,,,,,,,
301,5-Heptenylbenzene,5369437,C13H18,4,3,3,4,4,4,4,,,,,,,,,,,,,,,,,
302,"Benzene, 2-heptenyl-",5369450,C13H18,3,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
303,(E)-Non-1-en-1-ylbenzene,5369453,C15H22,4,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
304,"Benzene, (2-cyclopropylethenyl)-",5371710,C11H12,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
305,"(1-Methylbuta-1,3-dienyl)benzene",5371713,C11H12,4,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
306,(1-Methylenepent-2-enyl)benzene,5372704,C12H14,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
307,Tributyl(phenylethenyl)tin,6082810,C20H34Sn,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
308,p-Tolylsilane,6329193,C7H7Si,3,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
309,[(E)-oct-1-en-3-ynyl]benzene,10012617,C14H16,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
310,"P-Xylene-A,A,A-D3",10057462,C8H10,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
311,(4E)-4-hexen-1-ynylbenzene,10103385,C12H12,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
312,Methallylphenylacetylene,10241049,C12H12,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
313,"[(Z)-1,2-dideuterio-2-phenylethenyl]benzene",10329988,C14H12,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
314,trimethyl-[(E)-2-phenylethenyl]stannane,10355599,C11H16Sn,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
315,"1,3-Diphenylallene",10465178,C15H12,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
316,"Benzene, 1,3-octadiynyl-",10487690,C14H14,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
317,"Benzene, (1-methyl-1,2-butadienyl)-",10534785,C11H12,3,0,2,4,4,4,4,,,,,,,,,,,,,,,,,
318,"InChI=1/C10H16Ge/c1-9-5-7-10(8-6-9)11(2,3)4/h5-8H,1-4H",10560338,C10H16Ge,3,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
319,"(Penta-3,4-dien-1-yn-1-yl)benzene",10725430,C11H8,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
320,"(3-Methyl-1,2-butadienyl)benzene",10773104,C11H12,1,4,3,4,4,3,4,,,,,,,,,,,,,,,,,
321,[(Z)-but-1-en-3-ynyl]benzene,10887921,C10H8,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
322,alpha-Deuterotoluene,10898644,C7H8,2,4,0,3,4,4,4,,,,,,,,,,,,,,,,,
323,[(E)-4-methyl-3-methylidenepent-1-enyl]benzene,10899144,C13H16,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
324,"((E)-Penta-1,4-dienyl)-benzene",10942565,C11H12,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
325,Toluene-4-d1,10964415,C7H8,2,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
326,2-Ethyl-allylbenzene,10964655,C11H14,3,0,2,4,4,4,4,,,,,,,,,,,,,,,,,
327,Benzylidenecyclobutane,10975609,C11H12,3,4,4,4,4,4,4,,,,,,,,,,,,,,,,,
328,"1-Methyl-4-propa-1,2-dienylbenzene",10986252,C10H10,2,4,3,4,4,3,4,,,,,,,,,,,,,,,,,
329,(Z)-3-Methyl-1-butenylbenzene,10997180,C11H14,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
330,3-Methyl-1-phenylbut-1-ene,11029977,C11H14,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
331,"1-Phenyl-1,3-octadiene",11030534,C14H18,4,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
332,[(E)-3-methylpent-3-enyl]benzene,11041000,C12H16,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
333,"Benzene, 1-ethenyl-4-propyl-",11062528,C11H14,4,3,4,4,4,4,4,,,,,,,,,,,,,,,,,
334,"(4,4-Dimethyl-1,2-pentadienyl)benzene",11095095,C13H16,4,4,3,3,4,4,4,,,,,,,,,,,,,,,,,
335,Tributyl(1-phenylethenyl)stannane,11101278,C20H34Sn,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
336,"Penta-1,4-dien-2-ylbenzene",11137291,C11H12,3,0,2,4,4,4,4,,,,,,,,,,,,,,,,,
337,CID 11137292,11137292,C11H12,3,1,4,4,4,4,4,,,,,,,,,,,,,,,,,
338,3-Phenylpropylidynephosphane,11137316,C9H9P,4,0,2,4,4,4,4,,,,,,,,,,,,,,,,,
339,"Benzene, (1-methylenenonyl)-",11183539,C16H24,3,2,0,4,4,4,4,,,,,,,,,,,,,,,,,
340,"Germane, tributyl(4-ethenylphenyl)-",11187090,C20H34Ge,2,4,4,4,4,4,4,,,,,,,,,,,,,,,,,
341,1-methyl-4-[(E)-pent-1-enyl]benzene,11286619,C12H16,4,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
342,"[(1E,3Z)-3-methylpenta-1,3-dienyl]benzene",11309658,C12H14,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
343,"3-Phenyl-1,2-nonadiene",11310172,C15H20,3,2,0,4,4,4,4,,,,,,,,,,,,,,,,,
344,"Stannane, trichloro(4-methylphenyl)-",11324529,C7H7Cl3Sn,3,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
345,Hept-1-en-2-ylbenzene,11344289,C13H18,4,0,3,4,4,4,4,,,,,,,,,,,,,,,,,
346,trans-4-Phenyl-2-pentene,11423668,C11H14,4,2,1,4,4,4,3,,,,,,,,,,,,,,,,,
347,"Benzene, 1-iodo-2-(1-methylethenyl)-",11425064,C9H9I,3,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
348,[(Z)-2-bromoprop-1-enyl]benzene,11469657,C9H9Br,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
349,"Benzene, (1-cyclopropylideneethyl)-",11480512,C11H12,3,4,4,4,4,3,4,,,,,,,,,,,,,,,,,
350,"Benzene, (3-iodobutyl)-",11482349,C10H13I,3,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
351,1-Butyltellanyl-2-methylbenzene,11529192,C11H16Te,3,0,4,4,4,4,4,,,,,,,,,,,,,,,,,
352,4-(Tributylstannyl)toluene,11783849,C19H34Sn,4,4,2,3,4,3,4,,,,,,,,,,,,,,,,,
353,"1-Phenyl-1,2-pentadiene",11789332,C11H12,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
354,tributyl-[(Z)-2-phenylethenyl]stannane,11825359,C20H34Sn,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
355,"[(1E)-4,5-dimethylhexa-1,4-dienyl]benzene",12007046,C14H18,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
356,p-Tributylstannylstyrene,12104595,C20H34Sn,2,4,4,4,4,4,4,,,,,,,,,,,,,,,,,
357,CID 12190913,12190913,C9H11+,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
358,CID 12190914,12190914,C9H11+,3,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
359,"trans-Stilbene-alpha,alpha'-D2",12201994,C14H12,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
360,Monodeuteroethylbenzene,12205485,C8H10,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
361,Toluene-2-d1,12205494,C7H8,2,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
362,Toluene-3-d1,12205495,C7H8,2,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
363,(Z)-1-Phenyl-1-octene,12276237,C14H20,4,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
364,(2-Iodopropyl)benzene,12280561,C9H11I,2,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
365,"[(1E)-4,4-dimethyl-1-pentenyl]benzene",12321951,C13H18,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
366,"(Hepta-1,2-dien-3-yl)benzene",12359282,C13H16,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
367,Benzylidene-cycloheptane,12379716,C14H18,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
368,[(E)-3-methylidenepent-1-enyl]benzene,12432721,C12H14,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
369,[(Z)-2-methylbut-1-enyl]benzene,12453632,C11H14,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
370,5-Phenyl-t-pentene,12453633,C11H14,3,1,1,4,4,4,4,,,,,,,,,,,,,,,,,
371,1-Phenyl-2-pentene,12525545,C11H14,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
372,(3E)-3-penten-1-ynylbenzene,12552833,C11H10,2,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
373,"[(1E)-5-methylhexa-1,4-dienyl]benzene",12568359,C13H16,4,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
374,Bis(3-methylphenyl)mercury,12636497,C14H14Hg,3,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
375,"[(1E)-3-chlorobuta-1,3-dienyl]benzene",12642353,C10H9Cl,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
376,(2-Methylpent-4-en-1-yl)benzene,12714557,C12H16,2,2,0,4,4,4,4,,,,,,,,,,,,,,,,,
377,"(2-Methylbuta-1,3-dien-1-yl)benzene",12726935,C11H12,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
378,Benzyl-chlor-dimethylgerman,12938734,C9H13ClGe,3,3,2,3,4,3,4,,,,,,,,,,,,,,,,,
379,[(3R)-pent-1-en-3-yl]benzene,12965766,C11H14,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
380,p-Xylene-d1,13000145,C8H10,3,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
381,p-Tolylstibindichlorid,13047291,C7H7Cl2Sb,3,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
382,"(1E,4E)-1,4-hexadienylbenzene",13068859,C12H14,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
383,3-Methylheptylbenzene,13084966,C14H22,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
384,(E)-(4-Methylpent-1-en-1-yl)benzene,13152633,C12H16,4,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
385,(2-Cyclohexylidenevinyl)benzene,13161474,C14H16,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
386,(3-Methylidenepent-4-en-1-yl)benzene,13479737,C12H14,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
387,Dodecenyl benzene,13564483,C18H28,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
388,CID 13582375,13582375,C11H12,3,1,4,4,4,4,4,,,,,,,,,,,,,,,,,
389,Benzylidenecyclododecane,13660549,C19H28,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
390,Phenyl-penten-in,13778581,C11H10,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
391,CID 13803544,13803544,C9H11-,2,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
392,[(E)-2-cyclohex-3-en-1-ylethenyl]benzene,14119629,C14H16,3,2,3,4,4,4,4,,,,,,,,,,,,,,,,,
393,"(2-Methylpenta-1,4-dienyl)benzene",14247243,C12H14,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
394,1-[(E)-hept-1-enyl]-4-methylbenzene,14419689,C14H20,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
395,4-(2-Methyl-2-propenyl)styrene,14817230,C12H14,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
396,Tolylantimony chloride,15220574,C7H7Cl2Sb,2,4,2,4,4,4,3,,,,,,,,,,,,,,,,,
397,(3-Methylhex-5-en-1-yl)benzene,15311597,C13H18,4,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
398,[(E)-4-iodobut-1-enyl]benzene,15564334,C10H11I,4,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
399,Hept-6-enylbenzene,15608161,C13H18,2,3,1,4,2,4,3,,,,,,,,,,,,,,,,,
400,1-[(E)-but-1-enyl]-2-methylbenzene,15642485,C11H14,4,1,1,4,4,4,4,,,,,,,,,,,,,,,,,
401,(2-Methylphenyl)silane,15651664,C7H10Si,3,4,2,4,4,4,3,,,,,,,,,,,,,,,,,
402,"(2,3-Dimethylbut-1-en-1-yl)benzene",15841503,C12H16,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
403,"InChI=1/C10H16Ge/c1-9-6-5-7-10(8-9)11(2,3)4/h5-8H,1-4H",15939824,C10H16Ge,3,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
404,p-Trimethylgermanylstyrene,19023883,C11H16Ge,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
405,[(Methyltellanyl)methyl]benzene,21629296,C8H10Te,3,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
406,CID 21678874,21678874,C8H9+,2,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
407,1-ethenyl-4-[(E)-prop-1-enyl]benzene,22926362,C11H12,3,2,1,4,4,4,3,,,,,,,,,,,,,,,,,
408,"[(Z)-2,3-dimethylbut-1-enyl]benzene",23162491,C12H16,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
409,2-Methylhex-1-enylbenzene,53665794,C13H18,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
410,"(Penta-2,4-dien-1-yl)benzene",54081460,C11H12,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
411,CID 54715544,54715544,C9H9-,3,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
412,[(3R)-3-iodobutyl]benzene,56641594,C10H13I,3,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
413,[(E)-dec-2-enyl]benzene,57056140,C16H24,4,2,4,4,4,4,4,,,,,,,,,,,,,,,,,
414,"6-Phenyl-1,2-hexadiene",57181432,C12H14,3,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
415,CID 57957060,57957060,C9H11+,2,3,0,3,4,3,4,,,,,,,,,,,,,,,,,
416,"1-[(1Z)-buta-1,3-dienyl]-2-methylbenzene",58667530,C11H12,3,1,1,4,4,4,4,,,,,,,,,,,,,,,,,
417,1-[(Z)-but-2-en-2-yl]-4-methylbenzene,58843251,C11H14,4,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
418,p-Deuteriostyrene,59965801,C8H8,3,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
419,"Stannane, tributyl(3-phenyl-2-propen-1-yl)-",69028169,C21H36Sn,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
420,(1-Cyclobutylideneethyl)benzene,71363067,C12H14,4,4,3,3,4,3,4,,,,,,,,,,,,,,,,,
421,Hept-3-en-4-ylbenzene,73675871,C13H18,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
422,(1-Butyl-1-pentenyl)benzene,85325269,C15H22,4,2,3,4,4,4,4,,,,,,,,,,,,,,,,,
423,[(2E)-3-fluoro-2-butenyl]benzene,13438627,C10H11F,3,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
424,1-Fluoro-2-(prop-1-en-2-yl)benzene,13464297,C9H9F,4,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
425,(5-Methylhexyl)benzene,19422412,C13H20,4,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
426,"Phosphorane, trimethyl(phenylmethylene)-",141561,C10H15P,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
427,"Benzene, 1-fluoro-4-(2-methyl-1-propen-1-yl)-",9989411,C10H11F,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,
428,CID 13291498,13291498,C8H8F+,3,4,3,4,4,4,2,,,,,,,,,,,,,,,,,
429,1-(1-Fluoro-2-methylprop-1-en-1-yl)-4-methylbenzene,13431138,C11H13F,4,4,3,3,4,4,4,,,,,,,,,,,,,,,,,
430,1-fluoro-4-[(E)-hept-1-enyl]benzene,14419675,C13H17F,4,0,2,4,4,4,4,,,,,,,,,,,,,,,,,
431,1-fluoro-3-[(E)-prop-1-enyl]benzene,15875762,C9H9F,4,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
432,1-Fluoro-2-propylbenzene,21331288,C9H11F,2,3,0,4,2,4,4,,,,,,,,,,,,,,,,,
433,3-Fluoropentylbenzene,21602408,C11H15F,4,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
434,"1-(3,3-Dimethylbut-1-enyl)-4-fluorobenzene",58550642,C12H15F,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
435,CID 101534094,101534094,C7H7ClHg,2,4,2,4,4,4,2,,,,,,,,,,,,,,,,,
436,CID 101946343,101946343,C14H14Hg,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
437,(2-Methylphenyl)stibonic acid,271854,C7H9O3Sb,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
438,Trimethyl(2-phenylethyl)stannane,242411,C11H18Sn,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
439,"Benzene, (5-methyl-1-hexenyl)-",5369451,C13H18,4,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
440,"2,4-Hexadienylbenzene",5371717,C12H14,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
441,(E)-(2-Iodo-propenyl)-benzene,10868506,C9H9I,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
442,(1-Propyl-1-butenyl)benzene,12216715,C13H18,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
443,"1,2-Dipropenyl-benzene",12319961,C12H14,4,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
444,[(2E)-3-methyl-2-pentenyl]benzene,12622227,C12H16,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
